Biceps_X,Biceps_Y,Biceps_Z
7.81,-26.62,180.44
49.38,2.38,100.19
10.25,-31.37,189.38
-2.63,-29.87,176.94
68.62,-20.25,160.38
32.75,-6.31,183.38
-52.19,-15.38,132.31
3.25,-12.56,87.69
-58.81,-6.69,128.38
-47.94,-12.63,131.31
87.37,-14.0,145.63
24.81,-31.0,159.25
6.75,-24.87,165.56
9.88,1.12,90.19
-36.06,-17.44,138.13
73.31,1.25,117.69
57.31,16.0,178.5
54.63,-19.81,163.56
41.31,1.37,93.37
7.19,-28.12,143.19
0.63,-14.75,85.87
6.44,-30.31,176.06
1.5,-21.94,165.56
7.06,-31.56,196.88
37.56,-22.06,155.63
8.75,-30.44,189.38
43.06,-20.94,155.63
6.0,-26.62,160.13
1.63,-23.31,127.62
4.25,-24.75,185.44
75.31,5.56,151.31
4.69,-7.06,91.75
48.13,3.88,92.81
1.0,-11.94,86.19
70.37,-18.44,157.81
1.69,-10.0,106.19
-63.0,-5.63,120.81
14.06,-33.06,160.75
-31.12,-28.06,154.19
1.63,-25.19,160.38
80.44,6.19,140.25
12.56,-19.75,157.38
-51.0,-13.44,136.06
21.62,4.94,87.69
-27.37,-25.19,150.25
32.44,-29.37,166.0
36.13,9.13,180.69
2.25,-22.31,123.75
3.19,-15.81,103.81
6.44,-30.19,176.13
-32.94,6.0,94.87
59.63,-17.81,156.19
46.44,8.0,186.56
-21.0,-30.25,150.94
41.31,-3.56,95.44
9.19,-31.31,169.88
77.37,0.63,130.69
0.19,-33.25,157.88
55.0,-21.56,159.81
33.31,-5.31,93.37
-46.25,-5.94,120.19
4.56,-12.75,103.5
-61.38,-6.13,126.75
6.25,-24.56,173.44
54.69,9.38,171.06
-23.37,-33.06,163.69
-35.13,-1.31,100.69
8.31,-31.37,185.19
60.63,-1.31,102.62
10.44,14.0,89.56
7.19,-33.06,179.44
-43.31,4.06,105.62
3.25,-23.56,147.63
1.69,-20.94,168.06
-19.31,7.81,87.69
71.87,0.31,110.37
8.88,-27.75,179.94
6.06,-26.75,148.63
-49.06,-14.19,136.31
-13.5,-30.06,152.81
-8.69,-27.87,154.5
33.31,-26.75,162.13
60.75,-3.75,103.75
4.5,-16.31,101.37
-3.19,-32.31,152.69
-24.87,-26.69,169.88
-46.31,-1.81,107.81
66.62,-16.56,152.94
1.56,-22.44,116.19
4.88,-13.25,88.81
7.06,-26.12,162.81
-24.62,-25.12,167.13
51.13,5.81,168.0
40.0,-27.81,167.5
-1.06,-16.62,96.69
-38.94,5.31,101.81
7.63,-26.19,175.56
-17.56,-32.13,148.75
0.75,-27.94,158.25
-51.94,-15.13,135.94
79.25,-16.87,154.0
74.94,6.06,120.44
41.06,-23.31,162.88
61.81,-2.69,102.25
11.81,-30.44,158.31
7.25,-29.19,156.19
9.06,-28.69,190.0
-39.44,-19.62,138.81
-62.69,-2.63,118.75
-52.19,-9.13,126.5
79.37,2.94,126.12
-30.06,-20.62,151.75
7.56,-30.19,191.25
4.13,-20.94,158.25
-55.38,-7.56,125.69
7.5,-33.31,180.75
-50.25,-17.19,133.38
3.81,-25.5,176.88
-29.62,-22.44,158.13
24.06,-28.06,161.44
4.94,-25.81,187.0
-24.69,-18.56,147.75
2.31,-17.69,113.44
66.37,-15.0,154.5
-48.06,-6.38,134.31
-21.37,-25.0,165.88
-39.25,-16.25,147.19
4.75,-18.19,107.0
73.12,-18.62,161.19
36.63,-4.81,95.19
60.06,14.19,179.63
3.06,-26.37,162.0
7.13,-30.06,185.0
6.63,-31.81,194.31
30.94,-6.25,188.25
-43.56,3.19,107.0
74.06,3.75,115.94
3.88,-24.5,132.88
10.0,-27.87,196.06
3.75,-21.25,138.25
-0.81,-17.0,107.5
22.0,1.06,87.12
79.62,-18.25,157.31
6.94,-29.62,177.5
9.56,-29.0,191.0
82.62,-13.13,154.75
76.44,8.38,121.56
8.56,-25.5,192.13
3.31,-21.25,111.44
45.63,-20.06,155.38
29.5,2.13,90.69
74.37,-13.75,159.38
36.69,-4.75,95.0
3.88,-13.81,116.94
8.06,-26.69,156.56
1.56,-25.5,147.81
44.56,-5.0,93.31
6.25,-30.12,184.81
6.75,-30.37,155.75
45.06,-22.56,163.06
57.44,-4.25,102.75
45.31,-26.81,168.31
56.88,-1.88,93.69
83.06,10.88,135.19
-61.0,-7.31,128.88
-64.06,-3.94,118.94
-1.75,-17.5,104.56
8.38,-27.5,177.06
62.44,-19.81,159.44
0.69,-17.62,185.88
-22.12,9.13,89.56
-60.06,-6.88,125.94
5.19,-28.0,176.94
-9.19,-17.87,174.88
29.0,-5.75,182.44
57.63,-15.5,158.44
60.19,9.94,175.81
13.25,-28.44,200.75
-51.94,-15.75,132.06
68.5,5.94,167.56
6.38,-30.37,183.75
6.56,-14.19,89.5
4.25,-18.06,110.37
78.56,11.13,124.56
42.63,-22.19,157.88
-61.44,-1.31,121.94
73.12,5.56,113.56
-36.44,7.88,101.31
-30.87,-26.44,149.06
-32.25,6.31,95.0
3.69,-17.37,163.25
-39.06,5.06,102.87
13.25,1.81,89.75
-24.37,-30.94,146.0
12.44,-30.44,189.31
-55.94,-12.5,130.06
13.19,-33.56,173.5
4.56,-29.37,155.63
6.13,-24.56,170.5
39.13,-25.62,159.75
-46.38,-2.38,116.37
7.0,-31.19,197.38
19.87,-30.37,156.63
56.75,5.94,179.56
9.81,-27.56,197.38
8.88,-32.06,194.69
2.5,-19.12,124.87
9.88,-21.06,155.81
8.31,-32.0,155.31
-59.31,-7.63,126.12
79.56,5.25,135.63
77.81,8.44,123.75
-41.13,-22.56,144.31
2.19,-15.88,112.06
-61.38,-2.88,124.31
15.06,-32.0,161.44
3.19,-19.37,122.44
-37.56,5.5,98.62
16.69,-27.87,160.38
1.88,-14.56,90.12
29.87,-4.69,92.69
10.69,-3.44,89.69
3.06,-27.44,148.25
42.38,2.63,179.0
6.5,-26.56,150.63
50.81,3.56,93.81
-32.75,-23.62,149.94
5.81,-22.19,181.88
8.63,3.13,84.81
-48.69,-18.94,132.25
10.5,-29.0,196.94
-48.0,-2.44,117.62
3.38,-26.06,177.63
69.56,11.31,167.94
3.56,-16.44,102.94
68.44,8.0,155.5
70.37,-0.12,109.69
7.25,-28.06,194.13
11.69,-32.75,197.75
59.38,15.06,170.25
-52.69,-14.69,139.69
68.0,-20.81,170.06
0.12,-33.69,160.94
1.25,-19.19,121.44
-16.56,8.94,91.44
69.94,-14.5,160.69
9.06,-30.19,184.06
5.56,-12.38,97.75
-39.19,-25.69,142.56
-14.75,-19.75,154.75
4.56,-13.44,96.56
75.94,10.63,163.81
55.25,-16.31,158.5
9.75,-32.19,189.31
4.19,-23.5,176.88
78.12,15.25,150.25
74.5,5.81,155.75
8.56,-30.94,156.06
-65.31,-0.63,119.81
1.69,-24.5,153.63
3.5,-25.06,175.06
1.31,-22.25,148.38
-7.81,7.63,86.69
3.06,-12.06,86.12
37.0,-30.12,167.06
17.12,-27.75,160.44
4.44,-19.06,125.44
1.19,-20.19,108.25
9.13,-31.69,173.63
89.75,-13.06,148.81
23.37,-26.56,161.25
3.31,-24.87,174.0
8.81,-21.12,155.44
-44.0,-3.56,120.06
30.0,-2.25,82.25
39.81,1.56,180.0
5.88,-26.69,178.69
-10.5,-35.19,157.56
37.94,-26.06,160.56
13.13,-28.56,159.63
9.56,-21.69,183.25
-0.31,-29.37,154.13
-12.19,11.81,86.87
12.75,-33.13,195.44
1.81,-27.0,158.56
-0.5,-18.19,114.31
1.56,-23.31,130.69
-14.25,-31.12,152.0
5.19,-26.94,183.44
-49.06,-19.12,135.75
5.13,-25.62,191.25
66.69,10.56,175.81
4.13,-7.44,94.06
8.19,-31.56,167.88
46.88,-24.19,160.81
-30.44,-26.62,149.31
40.25,0.25,99.69
-3.19,-17.25,96.25
79.25,-15.75,159.56
-8.25,2.5,87.5
2.69,-11.69,87.12
-61.5,-3.44,120.19
7.13,-30.5,193.25
52.25,10.69,179.25
-2.88,-15.38,89.31
1.25,-15.81,107.81
5.81,8.75,85.5
-9.81,-27.12,169.81
-6.56,3.38,82.31
-54.31,-14.88,134.81
-0.37,3.88,86.12
4.19,-29.75,197.75
-20.31,10.56,89.37
-6.69,2.19,87.44
21.5,-28.5,159.0
-62.06,-2.5,123.56
27.56,-30.12,159.5
84.87,-19.19,143.38
17.5,-1.0,90.87
2.56,-27.94,164.25
2.38,-14.75,176.44
68.31,5.63,108.37
75.87,-17.94,161.19
2.38,-12.94,94.69
8.13,-29.19,173.5
73.19,-0.31,111.19
-26.5,-32.56,150.63
3.5,-13.81,179.13
4.38,-14.56,97.19
15.88,-27.06,160.13
72.62,13.25,172.13
10.69,-32.88,181.5
8.13,-34.81,163.19
3.56,-13.38,95.0
-36.63,-22.19,143.63
10.25,-16.12,185.31
-5.5,6.69,90.5
-54.06,3.38,111.5
11.31,-32.81,192.25
-44.0,7.63,105.44
0.88,-17.12,104.12
-63.31,-5.44,125.19
4.63,-26.0,147.19
-23.44,-24.06,160.5
6.75,-30.31,179.5
5.06,-26.37,139.31
-42.0,-25.62,142.88
4.25,-22.37,131.31
-35.69,-26.81,144.56
37.38,-2.06,189.81
-44.0,-2.25,109.25
68.87,-17.69,158.94
1.06,-15.63,109.12
5.5,-15.81,95.44
-63.81,-2.13,118.31
0.94,-22.06,123.94
-28.44,-29.0,148.63
1.63,-22.75,160.56
-33.63,-25.56,145.0
6.0,-12.69,92.81
62.94,3.44,104.25
4.06,-29.5,196.75
1.63,-23.31,155.44
-65.94,-0.75,118.56
-42.5,2.56,112.37
3.94,-31.44,166.13
42.13,2.94,180.94
79.87,-16.62,155.81
2.31,-27.81,158.5
66.56,8.69,147.13
1.0,-22.75,129.56
8.75,-33.31,192.94
88.0,-13.38,153.19
3.5,-12.19,88.69
-43.38,-21.81,144.31
2.38,-31.12,155.81
16.12,-12.81,181.44
73.5,-19.0,152.31
58.56,-20.5,160.0
11.56,-31.37,198.44
11.75,-31.37,193.25
0.5,-13.63,87.25
23.0,-22.62,165.69
7.56,-30.37,181.69
10.88,-28.69,197.06
-49.75,-13.81,133.5
-54.19,-17.87,133.06
45.38,-6.06,98.25
5.88,-11.63,94.75
3.38,-30.0,158.5
-46.25,-8.06,135.19
-15.31,0.44,90.62
87.12,-14.19,146.75
-3.44,5.19,88.12
9.5,-27.5,165.44
2.13,-21.69,126.62
8.25,-31.31,184.38
10.75,-27.37,195.44
-19.69,-31.37,148.5
-52.31,-1.75,119.19
-1.69,-18.44,134.25
-16.62,-21.56,157.06
11.5,-33.06,196.06
25.56,-9.88,186.88
5.69,-27.81,150.5
89.56,-9.63,150.5
16.25,-6.06,181.75
-0.31,-20.31,113.69
12.75,-3.75,90.0
-40.25,-16.06,145.19
36.44,-0.44,181.63
30.81,-3.69,175.81
5.31,-26.31,155.75
58.94,13.06,176.0
-43.81,18.75,104.37
75.44,7.88,119.06
7.88,-26.0,155.94
-48.69,-11.75,142.19
5.38,-33.31,178.19
-45.81,0.37,109.12
9.44,-27.5,193.44
37.13,-4.63,94.0
8.13,-29.44,166.75
-29.75,6.69,98.69
-44.5,-5.94,115.25
86.44,-14.0,147.88
-36.19,4.69,104.06
-31.25,-19.81,156.0
23.0,-27.56,161.44
60.38,7.75,183.94
6.69,-26.62,138.0
-0.56,-16.69,94.94
41.75,0.5,188.5
7.06,-27.94,153.5
77.37,-13.81,158.56
3.31,-17.75,122.56
63.06,-1.5,108.56
-38.13,-16.25,145.75
-19.62,8.81,88.69
9.5,-30.81,190.5
4.44,-23.87,151.0
3.0,-13.06,95.81
-46.75,-17.31,142.38
-0.63,-27.75,153.75
75.75,4.75,148.13
50.19,4.69,187.81
-5.13,1.81,87.37
1.06,-15.81,178.56
75.12,-17.94,156.5
36.63,-22.31,155.63
48.25,-21.56,163.44
26.19,8.63,176.0
-2.06,2.38,85.75
-42.75,-19.75,141.19
77.69,14.19,143.25
10.06,-31.37,188.19
84.0,-8.69,148.56
20.31,1.81,86.75
-43.94,-20.44,143.25
5.5,-23.62,177.5
-50.25,-13.25,133.06
3.5,-28.75,193.19
75.87,5.06,151.25
38.06,-0.06,181.13
13.44,-28.81,201.19
9.63,-31.19,178.81
4.5,-22.44,157.38
44.63,2.69,98.25
72.81,4.0,109.06
-20.0,-29.12,164.13
2.31,-15.19,96.31
58.75,-1.37,95.06
-47.88,-18.06,139.19
66.87,-13.63,154.19
0.25,11.06,85.94
74.5,15.0,163.06
33.0,-30.12,163.13
-51.19,-14.31,130.63
81.12,12.38,142.63
3.0,-13.19,102.12
-38.25,-25.44,156.81
11.38,-30.81,159.69
9.0,-30.44,189.94
6.0,-33.5,173.13
91.44,-9.38,146.13
79.62,-16.75,156.0
-61.69,1.31,123.69
-11.19,-29.06,151.25
-41.13,4.38,109.31
20.56,-27.87,161.19
35.5,-21.62,158.13
62.69,12.88,173.81
6.19,-27.0,161.56
25.31,-27.81,161.5
9.13,-30.44,196.31
-4.5,-28.75,156.88
-40.13,-23.0,143.63
85.12,-14.56,155.63
81.69,-12.81,182.44
71.19,0.25,110.75
33.56,-25.69,162.56
77.81,10.0,144.81
70.0,-19.87,168.88
32.44,-28.94,160.19
72.31,5.19,112.69
-65.56,-1.94,120.62
4.75,-31.31,182.31
3.69,-24.25,123.19
1.25,-19.81,109.12
-47.38,-12.44,134.13
8.75,-32.56,193.31
-3.94,-32.81,156.31
-32.88,-25.56,149.75
-14.56,-32.0,153.44
45.31,10.06,184.0
-65.25,-2.44,122.19
3.94,-12.88,88.94
8.38,-31.56,193.25
-37.13,-26.0,146.88
4.88,-29.87,159.0
-37.94,-17.19,137.19
8.75,-32.0,194.13
4.44,-19.62,111.25
2.75,-26.87,139.38
-37.5,-24.94,144.56
-37.25,-13.81,141.88
74.44,16.12,159.0
6.88,-25.44,176.25
5.44,-14.5,99.81
2.88,-22.56,117.94
58.81,-2.56,93.69
39.75,-0.37,187.44
13.81,-33.0,198.06
75.37,11.44,140.56
79.44,7.94,138.94
-6.94,-32.69,155.44
-68.87,0.31,119.06
2.63,-24.37,128.63
35.0,1.06,91.94
-51.31,-12.44,131.94
3.69,-14.5,120.19
42.31,-16.06,158.19
1.0,-26.12,135.63
2.19,-13.5,95.44
-43.25,-20.56,146.56
7.0,-24.87,172.75
10.75,-34.88,163.94
-40.19,9.06,102.37
50.06,-24.31,168.19
77.06,-14.75,152.69
4.44,-14.88,106.81
44.63,-20.5,158.38
5.63,-15.38,93.25
2.81,-22.62,158.06
-13.69,-31.81,154.44
-36.13,3.88,97.44
70.62,6.13,164.5
-3.63,2.81,85.75
3.56,-14.75,99.5
11.69,-32.75,194.75
78.12,4.44,131.06
-44.06,-7.06,129.94
-48.38,-15.44,138.0
-2.5,-21.06,169.75
-33.19,-21.0,153.06
0.19,-23.19,123.69
15.13,-33.75,197.81
-47.5,-5.56,132.25
1.0,-19.5,110.81
-1.0,-15.38,92.94
33.19,-2.38,175.94
2.88,-26.0,156.19
9.69,-28.0,184.56
82.5,-15.63,157.44
9.13,-27.44,195.81
-2.38,-17.25,177.81
3.56,-16.87,103.94
-65.44,-1.5,116.31
80.25,1.88,129.88
-32.88,-21.75,142.13
-45.5,-14.56,127.81
-17.0,3.38,90.37
4.56,-20.31,146.5
-40.25,4.0,104.0
23.75,-8.38,170.31
46.5,-27.31,163.88
-58.44,-9.56,132.13
-5.56,-31.69,151.94
5.69,-29.0,170.75
-44.5,-13.88,144.94
-57.88,-8.69,130.81
87.06,-15.81,154.38
-6.19,-20.87,182.69
-18.87,4.25,89.12
41.75,-27.12,167.69
22.69,-28.44,161.44
7.81,-32.75,189.38
-16.37,-25.69,161.56
-21.25,-33.38,149.0
75.37,2.81,124.69
5.38,-24.12,145.56
77.81,6.94,120.0
14.88,-26.81,158.44
-12.44,-32.13,151.5
57.13,-4.63,104.69
28.31,0.31,89.0
72.94,-13.75,153.25
3.06,-29.12,145.56
71.31,-8.81,154.69
-41.19,-2.31,108.12
89.87,-12.88,148.31
13.06,-31.0,199.94
71.44,0.81,107.69
4.69,-23.19,164.44
-40.94,-20.37,142.31
-41.06,-1.31,108.5
4.5,-31.56,168.5
-27.87,-30.87,147.31
19.69,-30.19,160.13
-14.13,9.25,85.69
-38.5,6.56,104.25
3.38,-12.94,94.87
12.94,-30.0,199.0
-1.69,-13.5,92.87
81.0,12.56,131.13
-17.25,-30.81,149.38
72.81,6.63,159.94
-67.19,-0.69,121.5
1.44,-16.56,112.12
11.81,-28.75,199.13
3.94,-13.19,94.12
-62.56,-0.12,120.12
9.38,-33.94,187.63
-31.69,-26.44,145.81
8.63,-26.44,182.88
-31.5,-17.12,140.5
-1.25,-15.19,90.56
37.44,-31.87,168.56
-22.44,-18.5,146.81
1.75,-22.12,120.19
62.31,-3.69,100.69
-49.31,-18.56,139.0
48.56,1.5,184.81
68.69,-16.06,162.94
66.12,-19.31,165.25
-13.5,-31.56,149.75
57.0,-21.75,166.69
2.31,-16.06,99.62
14.94,-31.62,156.13
72.75,-15.56,150.0
-28.87,-25.69,148.94
28.12,-2.88,172.13
11.31,-31.75,184.25
3.06,-10.56,111.25
60.69,7.75,164.31
13.0,-33.06,195.81
82.12,10.69,134.25
36.13,3.06,186.56
3.56,-9.19,102.31
4.5,-13.63,106.12
37.63,4.88,94.75
-32.94,-26.31,146.63
74.06,-0.37,119.25
31.06,-22.81,158.31
3.94,-22.0,131.88
1.5,-9.56,90.12
81.44,14.69,138.25
17.87,-15.5,191.88
0.69,-24.06,134.19
4.63,-21.81,150.56
14.5,-27.87,159.94
0.94,-27.31,150.88
66.37,3.25,105.12
12.94,-30.62,199.25
80.0,5.56,118.31
55.25,2.94,103.31
0.44,-14.25,98.62
5.56,-27.75,187.75
80.56,10.81,146.38
-44.13,-23.62,139.56
27.62,-28.25,156.88
8.31,-30.75,186.75
1.88,-19.12,124.44
-31.75,-23.25,144.06
0.69,-17.37,117.56
7.75,-30.81,182.06
-18.12,8.94,92.12
-15.81,-31.94,153.0
57.06,-28.19,171.94
-36.06,-23.19,145.81
20.19,-16.12,180.44
-16.81,-32.25,149.0
-65.44,-3.63,119.5
6.19,1.44,79.19
47.56,-5.81,101.81
13.5,-29.31,201.75
-16.56,-33.75,150.25
-60.06,-10.31,126.19
8.31,-30.37,198.5
-19.5,-27.87,149.13
86.87,-16.31,151.31
4.0,-11.75,92.12
79.56,-13.81,148.56
-17.75,24.87,94.56
-28.25,-20.87,152.0
7.56,-27.31,189.94
50.63,-21.44,160.88
83.25,-13.0,150.19
58.81,-16.75,156.13
85.62,-13.56,146.81
-43.0,-21.75,143.19
44.31,6.44,183.0
-32.88,-19.94,157.25
70.69,-0.63,109.94
9.69,-32.38,177.44
4.06,-22.87,181.13
83.69,15.94,152.38
62.19,-20.0,159.69
-63.63,-6.0,122.12
1.94,-22.87,165.13
66.44,13.81,171.75
6.31,-31.19,175.81
4.81,-15.13,93.81
-37.31,6.69,95.19
6.0,-25.62,173.13
38.56,-1.06,187.5
10.75,-31.44,199.31
-63.31,-4.75,118.19
13.13,-32.94,196.5
45.44,-23.5,157.19
3.25,-13.94,93.56
75.37,20.75,154.31
83.31,-19.12,144.13
-37.75,-16.56,131.56
4.19,-18.31,118.06
-47.81,1.37,113.5
-63.63,-2.13,118.19
25.25,-4.06,189.94
4.88,-28.12,184.88
1.44,-12.44,87.94
-65.56,-1.88,121.94
6.19,5.0,87.44
47.75,-23.0,158.88
4.69,-13.5,102.12
51.69,-19.81,157.19
7.81,-28.94,197.56
5.06,-22.25,137.19
-49.0,-5.75,133.88
71.25,-18.37,165.75
7.38,-1.56,88.19
-17.31,8.0,90.94
52.0,-4.63,97.37
13.19,-23.31,163.56
-6.06,-27.31,168.0
52.63,-19.94,163.13
10.88,1.0,86.5
4.13,-18.25,133.75
11.69,-18.06,181.94
10.13,-31.37,188.75
65.12,8.5,168.75
73.94,-4.94,112.37
6.38,-28.5,158.63
9.0,-29.94,176.88
55.69,-0.31,105.44
4.13,-7.38,93.62
-53.69,-11.88,134.06
81.25,10.75,133.88
-54.88,-11.69,131.81
16.56,-10.88,169.06
62.38,-2.88,101.5
50.13,6.13,176.81
2.19,-17.5,112.06
-52.31,-15.63,132.13
5.25,-29.94,166.56
52.75,-17.5,157.75
81.44,-9.13,153.5
-41.38,-16.31,129.5
66.5,0.44,106.5
-64.94,-5.0,119.81
2.38,-36.0,156.56
-43.31,3.25,109.56
-32.13,-25.5,147.5
80.12,-12.63,156.63
8.44,-29.19,178.75
-5.0,-33.25,156.94
66.06,-18.75,158.38
82.06,7.88,124.94
-18.56,-27.62,152.5
2.38,-23.87,139.0
19.94,-9.81,186.69
-34.88,8.75,92.62
84.75,-19.25,142.88
2.63,-33.25,156.69
-40.69,-14.38,143.81
-48.06,-6.75,124.25
10.19,6.31,84.94
-12.44,-28.25,164.25
3.81,-30.5,161.06
3.81,-14.13,97.37
10.25,-32.81,184.44
78.44,5.94,131.06
69.19,-18.81,158.06
-2.0,-22.44,177.75
-23.31,7.38,91.5
-46.25,-6.25,122.06
32.75,-25.87,163.0
3.63,-24.31,183.06
55.81,16.69,174.13
-66.0,-2.63,117.25
24.31,-19.44,156.25
-61.69,-4.88,122.06
2.25,-24.56,128.81
4.94,-23.44,165.63
-14.56,2.31,91.31
42.94,-26.62,167.81
25.94,3.44,92.87
9.38,-29.87,178.81
-0.25,-19.62,124.69
5.63,-13.56,91.44
70.5,-16.25,151.25
36.94,-25.69,157.5
3.5,-24.37,177.5
61.5,1.44,103.25
9.38,-26.25,196.88
17.19,0.06,87.25
32.75,-26.0,162.44
7.38,-29.25,190.38
3.31,-27.81,150.56
-45.44,-5.25,124.5
5.19,-23.75,168.56
-48.06,-9.13,124.0
-23.69,-32.69,148.38
87.69,-14.94,153.5
80.0,9.31,129.63
-51.25,-4.88,119.19
-10.06,-27.62,156.56
4.13,-20.06,124.62
-41.63,-20.56,143.81
2.81,-21.0,110.56
7.69,-30.12,184.13
42.88,-22.31,159.88
9.31,-21.12,155.56
-31.62,-15.88,144.88
11.44,-32.81,192.94
7.63,-29.06,196.5
50.0,-21.75,161.19
-0.81,-32.81,157.13
4.94,-11.69,94.37
4.06,-7.56,95.06
5.75,-1.12,87.94
2.44,-17.31,112.31
0.81,-15.56,127.06
-44.88,0.31,105.75
10.06,-29.94,174.56
-2.81,-19.25,107.12
3.94,-16.62,123.69
64.56,-1.75,96.87
-6.06,13.44,89.06
8.13,-31.06,196.69
1.31,-17.62,107.19
-21.44,8.63,92.62
10.13,-28.94,192.19
-32.31,11.0,97.12
81.31,13.38,154.5
-10.25,4.88,85.31
59.5,-22.25,163.94
8.25,-31.94,165.94
61.13,9.88,165.44
2.44,-24.12,174.63
73.69,-18.44,160.56
6.5,-28.94,149.31
6.88,-14.19,88.81
31.87,3.88,178.69
74.19,-13.88,152.13
7.25,-27.37,157.44
-25.37,-32.0,153.38
-6.44,-31.31,153.88
4.88,-20.5,126.31
20.19,-8.69,170.31
-28.19,-30.56,152.19
-31.5,-27.12,157.19
85.06,-16.75,149.38
0.0,-14.5,85.87
71.25,0.5,114.94
-53.25,-12.63,133.38
-33.44,-27.19,146.88
61.44,-21.31,163.56
-7.75,-31.94,152.94
1.06,-20.06,115.0
70.25,18.06,173.25
79.12,6.88,126.56
90.25,-12.75,147.81
-29.31,-25.31,148.94
2.69,-26.44,145.81
2.81,-21.37,114.06
23.25,-31.25,163.06
6.19,-25.69,186.13
31.19,-24.69,156.94
11.06,-30.5,186.44
4.94,-22.25,167.56
7.88,-29.19,164.13
51.63,10.63,185.69
68.5,8.63,173.38
65.75,-3.19,102.75
4.63,-25.75,185.5
10.0,-28.06,186.56
6.25,-26.0,181.38
21.06,-28.81,157.75
45.94,-21.31,159.56
18.87,-7.13,185.06
-45.25,-18.06,136.5
63.88,14.69,173.25
-58.5,-11.44,130.44
4.0,-19.81,121.62
-29.87,-26.62,165.25
9.56,-26.75,192.13
1.0,-21.62,122.0
-1.88,-12.94,97.75
-1.69,-15.63,98.87
53.06,2.44,177.94
7.69,-29.0,146.56
2.31,-17.94,113.0
59.75,0.5,101.75
25.69,-0.31,87.87
45.56,-21.94,162.31
2.0,-15.25,104.87
2.19,-9.44,91.56
7.63,-26.44,189.31
-36.13,-22.44,144.38
52.69,1.94,96.94
86.94,-14.81,154.31
-31.87,-26.12,145.19
36.69,-23.62,159.19
28.81,5.56,88.19
3.69,-15.75,124.87
7.19,-10.88,87.5
-32.38,-19.44,142.06
-45.75,5.25,106.12
46.25,-6.63,100.87
-54.06,-8.5,136.88
2.31,-16.87,121.44
1.19,-18.94,110.75
-2.06,-17.87,101.87
23.19,-3.06,88.0
56.06,9.63,170.19
27.69,2.31,90.37
48.44,7.0,174.38
-5.63,-27.31,156.75
69.94,-10.75,159.75
65.5,-1.31,107.69
-0.88,-16.31,106.31
68.0,3.38,106.25
36.81,-1.19,170.0
15.0,-32.88,160.94
81.69,-8.56,150.0
1.0,-14.13,103.87
78.06,9.19,123.37
-10.19,-32.69,174.88
72.25,3.0,131.44
10.63,-28.69,198.38
-65.0,-2.25,117.06
8.0,-32.94,183.19
61.31,12.69,169.31
47.69,-22.62,156.75
-12.94,-32.06,154.56
5.44,-16.06,96.5
2.69,-15.69,103.94
79.69,7.75,151.5
-48.31,-9.44,126.94
20.81,-6.75,182.44
6.38,-31.44,166.0
2.69,-16.12,114.5
15.63,-33.5,197.94
-31.87,-25.06,147.0
-27.56,4.31,92.94
86.5,-14.81,155.44
39.75,-20.69,157.81
8.56,-30.25,157.81
5.13,-30.06,167.06
-4.06,-31.19,157.19
-32.94,-27.25,146.25
2.81,-20.62,111.69
13.75,-30.25,158.81
1.44,-23.0,160.75
25.94,-22.0,166.06
57.56,-18.87,160.88
2.81,-23.31,150.56
0.0,-12.94,87.37
70.94,-3.13,111.62
53.06,6.69,175.88
3.81,-18.62,130.31
2.19,-21.94,122.19
80.81,7.81,130.88
10.63,1.81,87.62
64.12,7.75,177.25
6.94,-29.44,190.13
84.44,-19.37,142.69
15.31,-19.25,179.38
17.37,-19.69,156.81
74.06,7.06,116.5
4.13,-20.19,140.63
3.0,-19.69,114.62
40.69,-28.0,159.94
5.19,-35.88,157.0
32.13,-30.31,163.13
-42.06,5.94,104.81
68.37,-15.88,160.38
8.25,-26.62,159.75
-40.56,3.13,111.06
2.69,-12.19,91.81
-31.81,5.56,94.81
7.63,-0.19,86.06
4.19,-17.25,108.94
45.94,-17.5,167.13
0.94,-21.81,119.12
64.06,-2.94,111.94
11.75,-35.63,195.06
65.0,-19.81,168.63
11.31,-31.31,197.5
-18.56,-34.06,156.0
7.38,-30.12,187.75
-19.19,-27.19,159.25
0.81,-13.69,90.5
-22.62,-25.75,156.25
-33.63,4.0,97.0
10.19,-30.87,194.88
-18.87,16.25,90.0
4.38,-30.44,159.63
32.06,-3.31,180.56
-1.0,-24.19,176.63
4.56,-10.19,89.44
21.75,-7.63,187.0
-47.5,0.25,108.44
-10.0,-35.38,154.56
83.56,7.69,131.25
-58.81,-10.25,132.44
-62.13,-5.19,120.37
12.56,-34.81,199.19
-42.75,-21.81,139.19
2.38,-11.19,99.12
67.12,-0.31,96.56
9.56,-30.12,177.31
51.56,-23.31,159.56
8.38,-31.06,171.56
53.19,-22.81,159.63
0.5,-24.12,127.37
29.37,-23.25,155.69
75.56,-3.31,118.56
85.69,-16.87,149.38
1.81,-22.62,169.94
5.94,-28.06,187.94
69.06,-10.88,160.0
75.44,2.88,114.94
27.25,-28.5,160.0
-64.06,-5.31,121.44
82.31,7.25,136.75
-12.75,7.38,86.69
85.31,-9.38,152.5
-63.63,-5.0,125.12
11.81,-3.19,89.62
4.5,-23.44,147.38
4.44,-20.44,147.94
2.31,-22.5,154.81
73.94,-10.0,157.88
-8.63,-31.19,153.38
81.12,7.13,141.75
2.38,-18.87,104.44
