Shoulder_X,Shoulder_Y,Shoulder_Z
-16.19,-23.5,148.38
0.5,-23.62,177.88
39.56,0.06,158.75
3.31,7.94,130.63
-24.12,-12.38,127.12
28.87,7.19,138.94
-21.31,-13.63,130.06
33.56,2.06,137.81
35.81,-6.88,171.63
-54.13,-27.12,122.69
-14.06,-8.38,127.81
-8.69,-2.25,127.5
25.94,4.56,145.0
43.94,-20.81,158.75
1.0,-25.37,176.81
-55.0,-26.81,123.0
34.88,-7.25,171.75
-4.0,-28.94,186.0
11.56,-27.12,158.38
1.88,-12.19,148.38
-9.44,-24.62,150.31
-24.19,-25.37,142.06
-11.19,-33.0,144.94
-51.0,-27.62,132.38
-13.0,-27.75,161.38
-32.5,-34.63,146.94
44.81,-12.94,168.94
47.75,-18.75,151.13
-2.13,-25.81,179.38
2.56,-4.5,130.13
2.88,-8.38,125.94
43.69,-15.94,154.13
35.63,-21.94,151.31
0.06,-9.31,129.5
44.25,0.37,162.06
-11.06,-32.63,156.81
-40.69,-31.81,146.0
44.5,-19.25,151.5
3.31,-28.87,183.38
42.69,-16.5,149.69
4.81,-16.25,181.5
-28.19,-25.69,149.75
20.37,-24.81,153.0
-0.12,-21.06,171.06
-19.25,-20.31,133.0
-11.19,-1.37,129.38
-27.0,-11.56,130.69
-45.19,-30.06,139.5
45.88,-14.63,167.88
22.25,8.44,136.63
43.88,-19.12,161.31
-32.25,-36.31,133.5
20.62,-25.75,150.31
-23.0,-24.25,140.94
3.38,-26.87,181.94
5.94,-19.69,176.25
19.69,-26.81,156.13
-0.31,-21.81,166.75
-1.06,-22.94,174.63
26.62,5.25,136.63
-4.06,-24.5,181.06
0.25,-24.19,178.38
42.75,-15.81,177.69
1.88,-18.69,166.5
6.19,-14.13,149.25
-26.75,-28.5,154.94
-3.31,-23.87,179.31
2.94,-10.5,134.56
-20.44,-27.37,156.75
1.5,-26.37,184.44
21.94,-25.19,159.31
18.87,-14.81,175.63
-53.75,-27.37,122.94
43.88,-19.25,161.13
-38.81,-33.81,137.0
7.94,-26.81,181.31
3.31,-16.69,149.38
-24.19,-36.94,141.44
3.38,-7.75,134.31
-4.19,-28.12,183.56
-46.13,-28.62,138.88
-2.44,3.44,127.37
-0.06,-24.12,176.63
19.25,-27.0,147.38
-45.75,-29.69,139.06
3.38,-12.25,137.69
46.5,-14.44,178.56
2.06,-8.38,118.81
23.0,-27.06,163.81
6.56,-25.87,161.13
40.69,-7.5,177.69
40.75,-17.62,165.13
3.56,-9.44,132.38
33.06,-24.19,157.44
38.81,-1.94,151.13
1.19,-21.31,159.81
-50.0,-27.75,131.81
-22.25,-27.81,151.5
3.13,-17.0,158.81
5.44,-11.0,152.44
8.44,-13.44,152.88
6.5,-16.0,147.69
-46.13,-32.88,129.5
3.63,-10.06,131.88
-13.06,-34.81,147.75
1.63,-23.75,176.0
-23.0,-10.19,126.31
-7.94,-31.56,152.06
4.94,-22.94,174.56
41.94,-19.62,149.25
-35.31,-19.5,133.25
5.13,-10.19,123.87
42.94,0.31,166.94
1.19,-5.63,120.75
3.69,-13.69,143.0
-14.63,-35.25,147.38
40.13,-21.37,152.0
4.44,-27.25,179.94
-2.69,-24.25,170.13
4.06,-16.37,147.38
3.5,-27.69,187.56
2.44,-26.25,177.06
1.37,-12.75,135.69
-33.5,-34.75,144.75
-1.0,-27.0,174.0
-22.06,-26.37,158.94
-25.31,-26.62,150.5
-16.94,-12.81,127.19
44.31,-19.0,159.63
-1.56,-24.94,173.31
-0.19,-22.31,173.19
-15.94,-27.62,147.19
2.88,-23.44,163.81
3.13,-12.69,139.19
3.25,-24.94,176.63
38.69,-20.06,149.94
-18.94,-20.81,133.81
0.25,-18.69,163.0
-12.69,-6.31,129.5
0.5,-23.25,176.44
40.06,-20.56,152.5
38.75,1.63,145.31
20.31,-27.5,163.63
24.81,-24.75,166.94
3.25,-8.56,130.31
-1.94,3.69,129.06
45.56,-17.25,149.69
-0.37,-26.75,181.81
-28.12,-22.5,142.94
-36.5,-34.5,139.0
-34.19,-25.19,145.88
-2.38,-21.44,173.13
-1.37,-24.19,166.13
18.94,9.25,136.13
-9.69,-27.81,162.0
17.56,-23.75,153.38
-28.06,-21.06,138.69
33.0,-19.81,164.31
-0.75,-25.44,160.56
-0.37,-29.81,150.94
38.56,3.25,166.94
-50.56,-30.87,123.19
-7.25,-17.12,164.94
25.25,-24.25,155.75
4.94,-27.44,178.63
-41.5,-29.69,141.0
-48.0,-29.56,137.0
4.06,-13.0,148.94
-13.31,-2.38,129.81
-50.13,-25.81,132.56
-1.19,-9.69,129.25
36.38,-22.94,160.88
2.69,-11.63,137.13
-43.13,-28.75,144.13
-17.87,-6.06,128.56
0.0,-23.06,166.63
42.75,-18.44,161.69
7.81,-26.44,180.69
4.13,-7.56,123.25
41.63,-18.56,151.25
38.69,-17.69,168.13
34.63,-24.06,157.44
33.5,-6.75,179.38
4.44,-25.5,178.81
8.0,-29.0,179.88
-1.0,-22.81,168.25
-23.81,-26.87,143.69
-39.44,-35.63,128.19
-28.44,-19.87,137.44
3.0,-14.94,142.25
1.25,-26.19,183.25
2.19,-14.81,145.5
-32.13,-32.19,151.69
1.25,-26.87,185.94
1.5,-26.0,174.44
-23.75,-22.94,149.69
41.0,-19.44,153.31
5.56,-11.88,129.38
-0.06,-29.12,183.0
7.5,-20.31,169.19
1.81,-8.75,128.25
-5.38,-32.44,159.69
0.06,-28.62,183.0
18.25,8.0,134.38
3.56,-13.94,134.69
4.0,-26.81,177.94
5.81,-13.19,134.88
-9.69,-30.25,151.94
0.88,-28.06,185.25
4.75,-14.88,136.69
-20.25,-13.69,129.38
-14.25,-5.44,127.12
2.5,5.38,126.87
3.56,-17.44,145.5
-16.5,-33.19,141.31
27.75,4.88,136.5
18.81,3.31,132.19
2.69,-31.06,151.88
4.44,-27.5,182.31
-19.81,-28.56,155.19
38.25,1.31,164.0
17.5,-25.87,158.75
-28.56,-21.25,140.19
45.13,-17.81,156.25
26.25,5.94,133.69
9.44,-28.31,162.69
26.75,7.81,138.19
1.63,-20.81,160.44
1.25,-7.25,129.31
-14.25,-28.5,150.81
-0.19,-26.06,172.13
5.5,-28.0,149.06
-2.19,-26.25,180.69
-23.5,-29.44,165.88
7.44,-20.0,168.63
15.94,-11.0,180.5
41.13,-1.75,172.38
2.0,-26.37,176.94
4.13,-13.38,139.19
-46.44,-32.63,131.25
-1.31,-28.94,180.56
-17.75,-13.75,127.37
-2.94,-22.44,178.63
-14.75,-27.25,156.13
43.81,-5.63,176.88
42.0,-0.75,168.0
4.63,-18.5,153.25
0.44,-14.38,137.0
3.19,-17.25,165.94
-47.63,-30.75,121.37
28.31,-8.0,181.06
-0.63,-19.81,166.81
-4.13,-28.75,185.31
33.75,2.0,150.0
16.62,-15.13,178.94
0.19,-27.12,186.38
22.19,9.0,137.69
-17.37,-13.31,127.25
-35.13,-23.44,139.0
2.25,-22.25,164.25
2.0,-27.56,182.88
4.88,-8.38,132.56
41.06,-0.5,166.13
7.69,-17.94,153.69
36.44,2.38,153.13
-1.5,-25.31,171.19
-42.25,-33.63,136.0
-3.75,-28.25,145.69
46.75,-13.31,168.19
-15.63,-35.5,146.94
-24.75,-27.31,145.19
43.69,-3.0,172.19
-9.5,-10.31,125.75
46.0,-14.56,167.88
5.5,-28.06,185.06
-25.44,-32.69,147.94
-1.5,-26.25,169.0
2.38,-22.12,163.31
-26.69,-25.06,148.81
42.75,-18.31,161.81
12.38,-9.56,179.06
-0.88,-21.37,169.69
-11.13,-27.19,165.31
-45.31,-30.31,140.56
25.06,-10.13,170.69
2.25,-13.44,143.38
45.13,-17.25,153.94
4.56,-27.87,146.88
-19.81,-35.13,154.31
-21.56,-1.19,112.5
27.06,-8.81,182.38
-52.81,-29.62,126.31
-24.19,-33.56,145.31
4.44,-14.44,161.25
35.75,-0.44,157.94
4.69,-16.37,149.5
2.63,-29.31,151.38
-46.88,-28.94,135.88
-25.81,-16.12,138.88
-21.06,-34.81,139.0
-0.94,-28.0,176.06
33.44,4.38,144.19
-9.13,-25.56,175.19
1.5,-27.56,183.31
43.63,-3.5,159.5
0.19,-25.31,170.06
-5.13,-27.19,153.38
3.88,-8.5,142.81
-1.12,-29.06,182.19
-20.69,-26.19,159.31
36.94,1.37,148.81
-12.94,-32.31,142.5
1.81,-15.31,145.56
16.31,-13.06,176.94
4.13,-8.44,125.31
-24.19,-15.75,128.06
3.06,-16.12,148.13
-0.44,-19.56,173.06
4.75,-12.0,143.75
2.38,-6.56,117.06
-13.19,-32.75,155.88
42.13,1.63,151.63
44.44,-14.75,149.63
40.88,-1.94,170.75
18.94,-11.19,170.31
2.31,-27.12,182.88
-16.56,-2.88,129.75
-33.81,-17.19,134.0
24.69,-21.06,147.81
0.31,-29.0,154.0
2.5,0.44,130.44
-13.06,-28.06,168.5
-2.75,-26.25,187.0
3.31,2.0,129.75
-49.19,-29.5,132.0
30.5,-24.62,157.5
4.44,-27.37,183.06
-40.13,-35.44,127.87
29.31,4.44,134.5
-0.75,-23.5,173.44
3.25,-7.94,122.19
4.38,-9.0,126.5
40.19,-21.0,152.25
5.06,-9.31,128.56
0.94,-28.37,185.56
14.75,6.75,133.81
1.0,-8.38,126.25
-16.06,-22.31,145.63
-48.13,-29.31,136.44
-5.19,-21.75,156.81
4.06,-27.12,178.75
3.5,-27.44,187.06
6.13,-22.56,162.56
3.25,-28.5,184.88
3.94,-9.69,129.19
39.69,-2.06,177.38
2.13,-7.63,121.06
4.44,-12.44,145.5
7.56,-9.13,130.75
-17.5,-7.0,128.19
38.63,-0.88,174.88
4.63,-15.44,179.94
-3.63,-24.19,175.25
45.81,-2.13,181.06
-8.31,-23.87,162.25
34.44,-21.5,165.44
35.69,-20.19,168.75
-1.06,-19.31,171.94
-21.31,-24.12,138.31
-15.44,-9.75,130.25
-3.63,-29.56,146.38
-15.94,-1.81,125.69
17.94,3.63,133.5
3.25,-10.63,123.81
-0.19,-22.19,166.19
-25.19,-16.94,128.94
11.25,-23.87,161.88
-0.88,-28.5,183.63
1.81,-28.75,147.0
10.63,4.31,128.5
-1.12,-25.81,184.0
-10.25,-24.44,171.94
26.12,-25.56,163.44
-44.5,-34.31,128.0
4.5,-15.44,138.75
-1.63,-22.69,167.56
3.75,-14.19,148.0
5.56,-23.69,182.25
7.88,-9.44,133.81
42.13,-1.25,153.81
-26.19,-25.31,149.63
19.69,-6.81,179.63
-45.88,-27.37,137.75
-9.63,-28.69,164.44
34.38,1.12,145.56
8.56,-14.19,182.13
0.94,-29.19,181.94
3.75,-11.06,125.06
36.13,-19.5,162.13
0.19,-25.0,179.69
3.31,-18.81,145.19
38.38,-16.19,177.38
-3.13,-18.25,162.56
-4.81,5.38,130.5
44.44,-19.75,161.5
-21.19,-24.87,155.94
-40.63,-29.62,148.56
43.38,-8.31,171.5
0.0,-27.12,184.0
-15.94,-29.5,156.94
5.31,-19.12,151.31
-0.69,-28.12,177.38
43.44,-16.62,149.69
7.25,6.44,132.38
4.94,-12.81,151.81
-11.25,-29.44,159.38
-0.37,-20.06,162.31
39.44,-1.63,151.75
-47.75,-27.37,138.31
38.81,-9.06,179.19
4.94,-10.38,129.81
13.56,9.38,132.0
18.31,-26.25,150.25
-14.13,-32.25,145.88
44.88,-13.19,168.81
42.56,3.19,158.63
27.06,-11.38,180.94
28.62,-10.75,181.06
8.06,-18.06,155.0
3.63,-14.44,154.69
-0.81,-28.94,183.56
41.38,0.19,155.63
-15.94,-11.56,128.44
36.25,-6.25,176.13
0.19,-19.12,176.31
-10.44,-11.94,126.12
1.94,-17.81,164.13
-1.0,-27.94,185.19
2.25,-17.44,155.56
-14.5,2.69,131.31
-15.75,-20.81,145.69
29.12,-10.0,180.31
1.19,-19.75,167.88
-38.69,-28.19,151.44
-42.5,-29.62,140.5
2.06,-25.62,179.81
21.44,5.31,132.94
26.25,-24.31,159.81
-21.56,-33.75,147.19
-35.06,-24.56,144.0
13.5,-27.69,155.63
10.94,-15.75,174.75
0.0,-16.69,153.63
21.69,-12.13,176.31
4.75,-6.81,125.81
-20.06,-32.5,151.13
0.5,-15.19,147.0
29.5,-23.56,156.75
0.31,-28.62,183.5
4.25,-20.37,152.94
46.69,-13.81,178.31
4.56,-13.31,151.0
5.19,-10.63,131.63
37.94,1.12,162.94
21.25,-9.44,176.44
-0.12,-24.81,172.88
31.62,-23.44,164.0
44.44,0.37,161.13
39.75,0.69,152.5
39.5,-0.69,170.94
5.19,-10.69,133.13
-23.62,-15.0,127.69
-50.56,-29.62,133.13
-21.44,-11.69,134.88
2.38,-25.94,180.94
-48.75,-30.94,131.5
7.38,-24.87,172.63
2.19,-11.19,137.63
46.75,-1.94,163.69
-2.31,-23.62,177.13
38.56,-2.31,177.75
17.37,-7.5,182.19
-18.19,-30.31,157.06
-44.88,-33.25,137.25
-20.0,-33.44,147.69
0.69,-27.12,184.69
11.0,10.63,134.19
0.0,-27.25,160.38
-51.44,-26.75,129.63
0.19,-28.31,184.81
27.75,-8.56,179.19
-18.75,-8.38,129.13
-36.06,-35.69,129.69
-27.0,-29.0,161.13
-28.31,-21.94,141.5
2.31,-17.5,179.69
3.19,-21.94,167.81
-10.5,2.0,127.56
-27.56,-7.13,115.5
1.75,-9.5,122.06
-24.62,-16.56,131.13
-23.31,-7.25,130.06
19.19,-17.25,181.13
-21.12,-28.5,150.69
44.69,-19.19,156.81
40.06,-4.44,179.63
-4.88,-32.38,159.88
-1.88,-23.56,170.19
0.94,-29.37,182.44
-4.25,-24.12,168.69
4.19,-26.69,185.25
2.19,-13.0,141.63
-11.13,-30.44,151.56
2.31,4.44,131.38
-44.38,-32.94,133.44
-4.13,-23.75,179.69
23.31,-25.75,156.06
42.81,4.75,170.25
6.63,-12.25,135.69
47.0,-15.25,169.88
41.5,-0.25,147.13
-3.25,7.13,129.69
-43.38,-28.87,143.81
-35.06,-17.25,130.44
-42.44,-31.87,143.94
-17.62,-19.12,141.13
-47.94,-31.94,129.13
8.88,-18.87,178.25
-12.94,-1.81,129.81
-25.12,-37.13,141.0
-30.75,-35.25,147.44
1.63,-10.25,128.56
-48.5,-32.13,124.94
39.75,-21.25,154.0
42.38,-0.5,158.0
42.94,-2.25,173.38
-8.31,3.38,130.31
0.81,-25.62,181.19
49.06,-15.06,168.5
16.37,-9.69,182.63
4.56,-10.75,142.69
-0.94,-24.81,176.63
-29.94,-36.0,134.38
-14.44,-5.44,125.87
43.69,-6.19,173.25
27.25,3.81,136.25
43.0,-18.56,161.56
-45.31,-31.5,124.12
-26.37,-35.75,151.13
7.63,-20.75,161.75
2.94,-14.13,146.94
2.5,-11.63,140.06
9.75,-16.87,179.63
-46.31,-30.0,139.5
1.75,-9.75,129.0
39.19,-4.25,172.94
-12.13,-24.44,172.5
1.25,-25.62,172.44
44.88,-6.69,177.56
-18.25,-30.0,156.44
-22.31,-23.75,152.81
10.63,-22.94,164.81
47.75,-14.31,170.13
-15.06,-22.75,147.56
28.62,-21.25,153.38
3.19,-28.75,183.69
-1.5,-25.0,167.13
12.94,9.19,128.81
37.25,-2.63,177.94
0.75,-9.19,124.44
4.13,-10.94,150.44
0.0,-25.06,172.63
-15.38,-8.63,130.69
-39.38,-32.69,146.81
0.69,-19.06,161.44
4.56,-12.94,143.0
-33.31,-36.38,132.88
0.94,-25.44,185.13
11.25,-24.44,161.13
-18.25,-33.63,141.13
3.31,-24.25,175.38
-13.38,-32.31,148.06
24.12,3.38,135.44
4.25,-10.5,122.5
-4.56,-27.5,181.88
-21.75,-14.13,130.19
1.06,-13.13,141.63
36.13,-1.5,158.75
3.06,-10.13,132.56
-16.81,-23.06,147.0
-54.81,-27.62,123.25
-18.62,-9.44,126.94
-13.0,-8.06,129.5
6.13,11.63,129.44
4.19,-11.56,127.12
-23.56,-33.75,147.5
1.56,-5.5,120.62
4.06,-7.31,141.75
45.31,2.56,169.06
0.81,-22.5,167.63
41.56,-16.25,167.5
-16.19,-20.12,144.19
-17.87,-33.63,141.38
44.75,-13.06,179.13
5.25,-6.19,125.06
8.25,-19.44,174.56
1.31,-25.0,170.06
43.5,-18.37,152.25
-18.5,-21.44,157.94
40.38,1.19,147.25
38.5,-16.0,167.0
2.94,-27.19,184.81
14.06,-14.31,180.31
-44.63,-33.0,132.69
32.63,1.75,149.56
4.25,-7.94,124.19
3.06,-8.81,130.31
-33.44,-32.5,150.13
1.25,-9.19,123.44
39.75,-19.75,149.88
-28.81,-30.5,155.25
-22.5,-26.56,159.0
4.06,-19.62,180.13
-0.06,-24.25,167.31
-25.81,-12.31,128.81
-9.19,-26.75,166.88
27.19,-23.06,149.06
-23.0,-33.0,139.25
-0.5,-29.69,180.06
7.13,-15.19,143.75
-0.75,-23.37,169.38
-51.63,-25.56,133.94
20.37,7.88,138.31
3.63,-10.13,132.5
29.0,4.06,140.0
6.19,-8.94,123.56
1.56,-28.19,183.13
45.88,-3.75,180.19
44.88,-15.81,179.0
-1.5,-21.81,169.38
-15.38,-33.06,154.88
-35.75,-28.81,147.88
28.19,-4.81,182.0
-36.06,-35.13,145.0
-26.56,-30.12,156.38
-26.31,-19.87,143.0
46.13,-15.31,170.13
24.75,6.69,137.88
-26.37,-34.81,145.63
37.56,-19.75,168.88
39.88,0.12,147.38
33.94,-22.25,151.25
40.13,-2.31,153.81
-0.5,-28.19,180.31
3.69,-21.62,160.25
3.69,-7.63,123.69
-0.44,-25.81,172.44
-51.56,-31.44,122.37
8.88,-16.81,151.44
43.13,-1.56,157.94
3.88,-23.5,164.88
4.25,-10.25,138.06
-0.94,-25.19,173.5
13.56,4.5,131.94
4.13,-16.87,177.19
-3.0,-27.94,145.75
0.94,-15.38,149.75
44.06,-3.88,161.88
33.94,-24.31,163.94
-16.31,-32.25,152.0
2.5,-25.06,160.75
35.0,0.56,155.19
36.13,1.19,142.94
36.81,-19.12,164.56
-53.63,-27.87,123.37
-46.0,-31.12,136.06
3.25,-28.81,183.56
5.06,-22.75,178.25
6.19,-8.06,131.88
6.81,-15.81,176.31
-3.5,-23.81,174.63
1.88,-24.69,171.13
28.5,-9.0,178.94
5.13,-29.25,154.06
44.38,-19.81,152.19
-21.0,-10.63,128.69
35.06,1.94,152.56
-0.06,-17.31,162.31
3.88,-19.06,158.94
3.13,-13.31,143.38
4.31,-26.44,185.13
34.88,-4.25,178.19
-25.56,-30.12,157.38
44.06,-7.13,177.75
5.0,-7.38,123.94
39.94,0.37,158.44
3.5,-9.81,130.31
43.38,-15.56,170.31
1.75,-7.63,120.19
-10.5,-31.75,149.0
-43.31,-30.12,143.94
3.31,-27.94,182.56
-3.0,-23.5,172.13
47.94,-15.31,170.31
39.5,0.12,168.69
1.75,-13.06,147.94
1.5,-24.5,179.88
-18.87,-31.5,148.88
2.75,-9.06,121.56
-37.19,-29.87,152.38
0.81,-27.37,185.38
-1.63,-28.5,182.81
-25.0,-22.75,136.25
2.69,-8.13,129.0
19.25,-24.06,148.19
4.94,-26.25,161.13
-14.5,-9.31,127.94
0.5,-22.44,173.13
-14.88,-11.19,128.88
1.37,-16.0,148.94
-9.13,-4.06,127.69
-17.69,-12.44,131.5
41.88,-19.75,149.31
-7.38,-25.19,165.25
7.31,-11.19,142.25
-4.13,-24.69,174.13
-14.25,-8.75,127.94
41.88,-1.56,156.0
-21.12,-31.69,148.19
2.06,-10.63,138.19
2.81,-13.25,141.81
44.94,-17.06,151.81
-4.0,-19.37,165.38
1.69,-13.06,142.94
-32.0,-13.5,126.0
-4.0,-20.87,169.25
8.63,-13.63,145.38
0.0,-25.56,165.06
34.69,-5.69,172.13
-0.88,-24.62,179.25
-19.25,-30.75,156.56
1.31,-23.19,167.13
-17.12,-3.06,128.69
-46.81,-26.94,139.44
13.13,-28.31,148.94
44.5,-7.56,170.44
7.38,-22.87,167.0
-52.44,-27.81,124.87
3.75,-9.31,131.75
-45.44,-33.31,122.81
-1.56,-26.5,179.88
43.75,-15.56,168.75
2.13,-23.44,169.81
32.69,1.75,147.19
0.19,-19.62,164.25
5.69,-18.37,151.75
38.38,-7.5,180.5
3.88,-11.38,126.31
23.37,-20.5,177.63
-3.88,-21.87,177.0
13.31,-17.37,174.63
-35.38,-31.62,145.06
4.75,-13.13,150.44
-38.13,-33.94,140.0
2.5,-10.75,127.25
-0.88,-17.06,161.75
-38.88,-29.44,146.0
2.13,-10.94,132.25
0.88,-9.19,123.75
2.19,-5.31,131.69
4.31,-21.25,179.75
-40.69,-33.31,135.31
43.06,-3.5,165.63
-4.0,-30.19,147.81
45.25,-18.0,159.44
-47.0,-28.12,137.44
38.0,-1.06,180.0
2.75,-18.44,168.13
-1.56,-25.56,181.56
-3.13,-22.56,178.88
47.38,-18.12,158.56
41.75,5.75,161.19
-18.56,-14.0,130.06
-15.5,-31.19,163.06
0.94,-12.81,140.94
-11.0,-1.56,126.94
2.5,-26.5,178.31
-1.37,-26.94,170.38
-3.25,-28.44,181.69
-10.75,-24.06,171.5
-1.31,-7.94,127.19
-5.75,1.37,130.25
3.0,-5.0,130.81
-36.63,-35.06,144.56
0.31,2.44,128.63
-19.81,-11.38,129.44
29.19,4.63,138.81
23.5,-9.69,175.81
15.63,7.0,131.81
21.37,-11.88,183.06
5.63,-16.37,148.19
45.0,-1.88,162.81
-13.31,-19.31,162.31
-20.0,-11.25,125.25
25.62,-8.13,175.38
39.88,-21.56,151.88
3.63,-9.88,136.44
33.75,-6.81,181.06
-52.56,-30.12,121.37
-1.56,-28.06,180.56
39.63,-21.31,154.19
38.19,-22.06,160.38
-50.94,-29.81,129.06
-29.56,-24.69,151.94
24.0,-9.25,178.75
45.75,-17.37,149.06
2.13,-27.44,182.38
5.44,-23.19,167.81
42.88,-15.38,154.13
-0.63,-26.31,180.69
1.06,-24.69,181.94
-19.5,-25.75,142.44
-15.56,-27.31,158.19
-50.56,-27.56,133.06
3.75,-21.44,162.06
0.19,-24.87,178.0
-35.69,-20.87,135.0
-42.0,-31.19,140.63
-0.63,-27.5,179.0
-1.94,-26.62,179.38
9.94,7.19,129.5
39.56,-20.81,157.69
0.81,-27.31,185.25
6.88,6.5,128.44
3.38,-11.56,135.25
-51.63,-25.94,134.25
3.75,-8.88,130.0
1.94,-14.75,142.06
14.5,6.81,131.69
24.81,-25.19,156.0
33.88,-19.69,164.44
-21.06,-33.31,151.13
2.56,-6.0,122.25
17.94,-8.44,169.06
37.94,-2.56,177.88
7.31,-10.19,127.81
0.5,-22.62,175.94
-43.19,-32.75,138.06
38.81,0.63,153.56
-12.0,-23.81,141.81
-1.44,-24.62,175.25
31.94,-23.37,156.5
1.81,-31.31,151.81
-4.75,-25.19,176.06
-48.94,-29.69,132.25
2.38,-14.38,140.94
40.5,-19.12,155.81
36.31,-4.44,165.88
2.88,-5.19,131.56
-20.75,-29.19,158.94
1.75,-22.87,164.13
-34.75,-32.38,150.31
44.31,1.56,166.25
39.06,-21.62,151.75
35.06,-24.0,157.44
3.38,-11.25,138.63
3.44,-12.88,131.81
-14.19,-19.81,161.69
-33.75,-36.13,129.75
-0.12,-27.06,177.5
-36.81,-32.38,148.94
-25.31,-34.88,137.88
4.56,-14.63,142.75
-11.38,-2.0,128.25
4.88,-6.69,124.56
2.63,-13.69,138.75
-52.75,-29.31,121.31
7.25,-27.06,146.81
3.56,-27.5,187.25
3.56,-10.06,131.38
-0.75,-25.87,179.94
34.31,-21.12,150.06
-0.37,-27.25,169.63
6.25,-9.31,136.94
-1.06,-18.56,158.63
2.69,-20.12,166.13
4.25,-15.94,145.88
35.0,-1.44,181.56
2.13,-22.25,165.13
-0.12,-23.62,164.81
41.5,-19.75,149.56
-19.87,-17.19,132.19
-9.19,-32.75,159.63
-3.44,-29.06,185.5
-14.81,-9.75,128.06
29.31,-24.75,157.5
38.69,-19.19,165.88
42.63,-18.12,161.88
0.06,-20.5,175.5
30.37,6.69,142.13
0.06,-26.0,181.38
0.19,-26.44,175.38
38.88,-21.69,154.38
23.75,-7.81,180.13
-45.56,-31.87,130.19
4.25,-7.69,123.5
-47.88,-28.19,134.88
-43.19,-32.13,126.37
41.75,-17.81,152.0
14.88,-28.37,156.63
4.56,-20.19,167.44
0.56,4.06,131.25
-9.88,-24.69,149.75
39.94,-1.63,152.81
40.31,-6.0,178.63
37.5,-20.12,165.06
18.19,9.44,135.69
10.56,-18.19,156.63
0.25,-7.56,120.87
-0.19,-25.0,170.25
-3.25,-21.94,166.19
-3.63,-29.19,186.0
17.56,-22.56,147.25
-0.63,-27.5,180.69
22.0,-21.69,147.44
1.88,-18.06,164.94
3.0,-15.63,144.88
-2.75,-26.44,176.44
42.56,-3.25,169.75
3.19,-6.13,124.25
22.56,11.69,140.56
0.63,-5.94,121.62
45.06,-17.94,153.44
3.19,-6.75,136.56
-51.31,-29.75,119.62
-4.94,-31.25,155.44
-14.13,-30.37,161.31
-4.13,-19.62,166.0
41.0,-0.44,163.63
1.88,-23.62,162.94
-43.88,-30.62,142.25
8.88,6.63,130.63
-29.31,-31.69,152.63
9.63,-27.69,164.81
28.81,-4.94,178.69
5.0,-14.06,144.19
4.69,-10.63,131.0
1.19,-26.0,171.25
-18.37,-10.88,128.5
41.63,-19.94,148.75
35.06,-8.81,178.38
-26.06,-36.25,135.88
25.94,7.94,137.88
1.94,-22.69,164.0
37.31,2.13,158.06
-14.25,-32.88,152.63
40.13,-22.06,160.94
21.12,6.44,133.94
-27.25,-23.62,139.25
5.81,-8.31,131.19
-49.38,-28.31,134.5
5.06,-20.19,170.75
34.13,-4.56,167.81
-11.69,-30.75,165.31
-22.19,-17.12,128.75
-0.06,-25.87,176.44
37.13,-0.19,143.38
-3.63,4.06,130.88
-0.5,-26.44,174.44
-19.69,-17.5,129.5
4.5,-18.06,156.31
3.31,-20.75,168.19
-20.56,-8.0,129.94
40.0,-0.88,148.31
2.5,-25.44,171.88
8.75,-19.62,158.38
-23.12,-23.12,150.63
-18.19,-31.87,153.88
-18.37,-30.25,156.56
12.0,-24.5,163.13
28.94,0.63,139.69
4.94,-7.88,130.81
-15.25,-33.5,143.0
-5.06,-30.25,167.81
-24.12,-20.5,131.31
38.5,-20.19,150.0
3.69,-12.13,140.19
6.06,-8.88,123.56
4.13,-23.19,162.44
-8.0,-25.06,168.81
39.19,-6.19,172.0
16.0,-26.94,165.94
0.81,-9.44,126.94
-27.75,-16.37,133.31
6.19,-21.44,172.63
-20.19,-33.13,144.25
-7.5,-28.37,158.88
-43.75,-33.25,124.31
39.44,-20.94,157.69
41.69,-0.44,155.81
20.94,-26.62,147.44
37.44,-0.44,142.56
2.5,-26.81,152.06
-1.31,-29.19,153.69
5.19,-25.75,179.94
-7.56,-26.44,146.75
-52.31,-28.37,115.31
-24.31,-26.31,142.63
31.62,3.69,157.44
-29.75,-29.5,156.63
2.44,-27.31,183.13
2.13,-17.87,161.69
-47.38,-30.81,121.56
-0.63,-26.69,175.25
-44.06,-33.06,133.5
2.31,-21.0,175.06
-9.56,-24.87,159.81
13.06,-23.31,165.0
-1.06,-25.44,180.94
-27.06,-27.56,153.69
3.56,-11.81,136.19
37.06,-21.62,151.25
-41.56,-27.69,148.0
-6.5,-24.94,164.94
-21.12,-27.81,157.19
7.75,-9.94,136.31
40.81,-21.25,160.5
26.31,4.69,137.13
38.31,-1.06,179.44
0.94,-23.5,166.81
-1.5,-26.81,179.56
-3.25,-28.94,184.69
25.56,-8.88,181.06
-19.62,-18.12,129.88
34.69,2.0,151.63
5.56,-16.81,148.94
4.44,-27.31,183.38
6.44,-15.25,152.19
2.13,-11.88,136.25
3.75,3.5,128.75
43.56,-15.88,168.94
3.38,-24.44,173.0
5.25,-26.06,180.56
44.06,-17.31,149.63
43.5,2.69,158.56
4.38,-26.25,181.75
5.75,-13.56,136.44
23.94,-21.19,147.75
19.5,5.63,132.88
46.44,-13.81,167.69
